sentiment,text
0,Not really used to this Wal-Mart there is not much of selection like the one that I go to. I can say that there is a really nice lady that works in auto area that was so helpful. Oh and a man that works cashier in garden he is really nice too. I may have to come here more often to get used to this one. We shall see.
0,"No personality service, they tried to charge me an extra dollar when I asked for my Thai Iced Tea with no ice (usually places put way too much and my drink is gone in two sips). The fresh spring roll sauce almost make me throw up, I was literally wretching. The food was way over priced for what it was. I ordered three lunches and two of them were supposed to be Thai hot, they were mild at best, very disappointing. Service was dry and lacked friendliness, would not go back.\n\nOh and I bought an eggplant dish and there was barely any eggplant maybe two or three pieces!"
1,"They did an amazing job with my overly furry and shed-tastic corgi.... he got the works (brushing, trimming, nails and teeth) for $45... I was so impressed with the cut...most places don't take the time to make it as perfect as they did and charge more!! I will definitely bring my corgi back here.... they were very nice and kind. They only accept cash or check!!"
1,"This was my second Cirque du Soleil show.  I had seen Ka the previous night.  It was a completely different experience and one more akin to what I feel Cirque du Soleil should be.  \n\nThe show was a great blend of humor with amazing acts of acrobatics and strength.  Prior to the show starting there was a member of the show who came out and pretending to help guests find their seat, only to screw around with them and it made for a good laugh.  The show itself was fantastic.  A lot of acrobatics such as jumping on trampolines and swinging from trapezes.  I enjoyed the humorous parts of the show as well and there was good audience interaction too.\n\nOur seats were pretty good, we were in the upper level, but had a good view of the stage and the acts.  I would go so far as to say almost all of the seats in the house are good except for the ones on the far right or left of the stage."
1,I love this place! I'm vegetarian and get the Falafal wrap at least a couple times a month. I love the it's a smal privately owned place and every staff member has made me feel like a valued customer.
1,With great food and phenomenal service I love having a sugar factory next to us.  Last night we had and amazing dinner with friends.... Best dollar spend on dinner in a long time. Thank you to Sugar Factory staff for the memorable time.
1,"I was lucky enough to be within walking distance to Nova's on my recent visit to Charlotte. Or, maybe unlucky enough. Depending on how you look at it. \n\nAs I walked around Plaza Midwood, I wasn't sure if it was open (the bars on the window don't exactly scream \""WELCOME FRIENDS\"") but when I saw people coming & going from there I figured I'd walk in & see what was what. When I entered there was a big case of shiny pastries, all grinning at me. I felt like a little kid; I could hardly contain my excitement. The nice thing about being an adult is that you can have all the pastries you want, & you really don't have to care what anyone else thinks. With that in mind I ordered a few cookies, a few croissants, a couple scones & a latte. The almond croissant was flaky & tender; I warmed it up in the microwave & the filling melted into the flakiness so perfectly. Blissful. I told myself I was sampling for review purposes, but that was just an excuse to shove a red velvet cookie into my face after having eaten that croissant. It was just okay; nothing to shout about. I think it would have been helped by the addition of chopped walnuts. The latte was solid; it filled my coffee quotient for the morning.\n\nLater in the day I \""sampled\"" the spinach & feta cheese scone. YAAASSS. I warmed it up which made it a bit chewy but still flaky. It was packed with spinach, though I detected less of the feta cheese. It also had a little bit of a kick, provided by red pepper flakes. I had to walk a few miles after eating that scone, but it was so worth it.\n\nThe next morning I told myself I was only going to get coffee and not buy eleventy pastries...but when I walked in, those pastries in that big bright case were grinning at me again. I got a slice of almond tiramisu, a heart shaped mini cheesecake with red jelly-stuff on top, & eleventy croissants. The croissants were splendid, as always. The almond tiramisu didn't taste very almondy, but it was very creamy & the ladyfingers were airy. The cheesecake tasted pretty good (I was \""sampling\"" again) but I didn't eat a whole lot of it, & I scraped off the red jelly-stuff.\n\nAll in all I gave Nova's 4 stars because the service was extremely friendly, the baked goods & treats that I liked were REALLY yummy, and I'm definitely a fan. I'll be back in Charlotte for CIAA Weekend; if you see a curly haired lady with a giant bag of pastries coming out of Nova's, you'll know it's me."
1,"Uhmmm... I think I had a good time? Yea, I think I did. \nWe went on a Wednesday so it wasn't busy which is fine with me. \n\nOur bartender was really friendly, cute and had nice eyebrows (don't ask). We trusted him with making our drinks! The first was a strawberry drink which was deliciousss. \nThe second one? Well I asked him what was in it and all he said was, \""it's grape koolaid\"" (my least favorite).\nI sipped on it... and sipped... and forced myself to finish it.\n\nI would definitely want to go back on a busier night. It seems as though it could get really fun."
1,I knew nothing about guns coming in and wanted to get one for the house.  Craig was very knowledgeable and answered all of my questions.  I think I spent nearly an hour going over all of the different options and was never pressured into buying anything.  I'm very happy with my purchase and I'll definitely be a repeat customer!
0,"Our favorite little place is having serious issues :(\nThis place has never been known for cleanliness... But this trip revealed a hair in the food, poor service and bad cooking. I won't be back for a while if ever. \nNot the same as it used to be and I have been coming here for over 10 years."
1,"I liked it, my daughter didn't. I chose the grilled chicken sandwich, she went with the fried chicken sandwich. Chicken tenders (grilled or fried) on a bun with a splot of Hubee D's sauce and pickle slices. Everything is made to order so it does take a few minutes if it's busy.\n\nFries? Excellent and fresh, the right salt. Cole slaw? Good and creamy. Cornbread muffin? Firm and tasty, very good. As for the sandwich, it was quite tasty and I'd absolutely have it again. The chicken was moist and there was enough of it. Several table sauces to choose from if you want to add. The Buffalo was too hot for me but the Hubee D's was perfect.\n\nService was good, though maybe too much. Each time one of the several folks passed by, they were asking if we needed anything. At least five times in fifteen minutes. They could use a \""do not disturb\"" sign on the table.\n\nHubee D's has a big challenge competing in Rivergate with the Chick-Fil-A and McDonald's right nearby. For fast casual, there's also a pizza place, a sub place and Salsarita's. And more upscale includes Friday's and Buffalo Wild Wings. Good luck, folks."
1,"Let me start by saying this:  Malaysian Food is one of the best food in the entire world...and its not because I'm a native Malaysian   ;)  Our food is unique because it draws from our multi ethnic heritage. \nWe had two other Malaysian restaurants before Island Malaysian, which was originally called \""Penang Rest\"". All great except this is the only one that sticks around...so guess that speaks a lot in itself? \nI'm kinda \""consistent\"" when it comes to this restaurant...I order the same few dishes every time...the waitress knows my order but still hands me a menu ...good 4 her :) \n\nWell here are my rating by stars\nAPPETIZERS: \nRoti Canai 5* (small order, get two or three if entr\u00e9e)\nCurry Puffs 4* (potatoes fillings exc flavor, pastry not too bad)\nIce Kacang 5* (my fav, Malaysian style shaved ice ...must try :)\n\nIf you like to feel exotic, get the young coconut drink. Its served straight out of the coconut itself. You will love very exotic ;)\n\nENTREE: \nChar Kuey Teow 5* ( ask for sambal belacan (stinky chili sauce ;) yummmm\n\nHokkein Char Mee 3-4*  (fat noodles, like udon size fried in black sauce. Its very yummy f the cook gets to heat his wok extra hot. Same for char kuey teow abv)\n\nMee Goreng 4* (this is Indian Fried Noodles...back home is fried with some ketchup)\n\nKari Ayam 5* (= malaysian chicken curry. This is the same curry served with Roti Canai) \n\nAnything with Belacan is good if you like the flavor of belacan. But I think just like Durian, belacan is an acquired taste. Its basically chili paste mix with dried shrimp paste. The Thai also use it in their dish. In Malaysia, we eat everything with it. Just as we would ask for ketchup, hot sauce or mayo here, we would ask for belacan to go with most of the dishes @ home. \n\nNOTE: They DONT take credit card --so go to your ATM first.  \n\nI LOVE ISLAND MALAYSIAN ....this is one place I visit at least once or every two months for the past few years since they opened."
1,This was a great experience. Sitting outside you are next to their herb garden where they get the ingredients that they use in their dishes. It's a really nice place and the food is delicious. It's a bit pricey though and the portions could be slightly bigger (for the price).
0,The staff are terrible...they are rude and they are not helpful at all!!!! I will never shop here ever again!!!
0,"It was with much excitement that I stopped in today, their first day of business.  The store is beautiful, as one would expect.  Clean, bright, and plenty of almost eerily happy and helpful staff.  I expect this will all go downhill over time, but for now it's very impressive.\n\nUnfortunately, by the time I left I felt pretty crestfallen that the Meijer I had been so looking forward to isn't going to become a regular stop for me. The main reason for this is because the store is incredibly poorly laid out.   The sections people visit on a typical grocery shopping trip are separated as much as possible, forcing customers to cut through all the home decor, clothes, automotive crap, and the like I'm guessing for the purposes of encouraging unnecessary impulse buys.  Going to Meijer for groceries on a Saturday is enough of a pain in the ass without having to cover every single square inch of the store to get the stuff I need.  Forget a quick trip in to grab a few items for dinner, it's just not possible.  It's so obnoxious that I can't see myself making a lot of grocery trips here since I just don't have the time or patience for a sight seeing tour of every last thing big box retail has to offer.\n\nThe other major issue I had was that the selection was surprisingly limited.  Their organic produce offerings are negligable.  I went in to pick up four particular, and not at all unusual, items and they only had two of them.  It really sucked to hike all over the store for almost 45 minutes looking for what I needed only to find that they didn't have half of it.  What's the point of dealing with a monster store when you're going to have to make a second stop at County Market or Schnucks to finish off  your grocery list?  It's much easier and not that much more expensive to just skip Meijer."
0,"Unimpressed with their customer service.  Had my first real life \""Pretty Woman\"" experience there.  When I came in looking for throw pillows and asked how much a particular pair was, the clerk answered \""expensive.\"" Disappointing, especially since I've been a customer of their sister shops, The Furniture Connector and Southend Trading Co., for years."
1,"Having never had true South Indian cuisine - my date opted for this restaurant. (They also have an extensive vegetarian menu). The food was well spiced, portion size OK and the service was OK. The food was the best part. The dining area was well lit and clean. We would recommend this place and will come again."
1,"To make things simple, foodies should not go to Vegas and neglect to visit this jewel! It's not on the strip, but it is worth the 10-15min commute. Omelets your way...and they are huge and flavorful. The home fried potatoes that compliment your omelette are good, though they pale in comparison to the omelette. Oh, and the banana or pumpkin bread that come with your meal is delicious, as in better than your grandma's (if your grandma could really cook). I got an omelet with shrimp, crab, avocado, and cream cheese with egg whites and it simply blew my taste buds away. Fresh, hot coffee and they keep your cup full!\n\nOld school feel by the ambiance of the place...very homey, rustic and charming. The service was amazing! Server was very attentive, full of recommendations, and worked to meet dietary restrictions of my group. \n\nHands down, 5 stars!! If in Vegas, don't miss out on this breakfast masterpiece!"
1,Tyler has always gone out of his way to make buying cars from him fast and stress free. I've purchased three cars from him in the past 3 years and have been very happy with my purchases.  I recommend all friends and family to world motors.
0,"The service was horrible and the waitress was incredibly rude. The food was average, but for the price, it should have been much better. The $15 burgers my family ordered were undercooked. It took over a half hour to get our food and half the food wasn't even warm when we got it. And $20 for tacos? Give me a break. Don't bother going here.\n\n**Just to follow up, someone who works for the company that owns Chelsea's Kitchen responded almost immediately to this review and addressed my concerns so she could address it with the restaurant managers. Thumbs up on back-end customer service!"
0,"I really wanted to like this place, I really did. Unfortunately, our dinner just kept disappointing. Thank baby Jesus for Groupon, because if we had spent full price for our meals, I'd probably develop an eye twitch. \n\nI went with their $18 vegetarian dinner special (poblano stuffed peppers with white beans, covered in a creamy tarragon sauce) over rice. My boyfriend ordered the Gallina Frita (shredded fried chicken breast with onion and Moros- rice and black beans).\n\nThe presentation of the food left something to be desired, but then again, so did the taste. We got pretty small plates (perhaps because I let it slip that we had a coupon?) The vegetarian poblano pepper entree ($18 mind you) had only one half of a stuffed pepper, over plain white rice, and was covered with a cheese sauce that was Velveeta-esque. There were no subtle nuances of flavors, just a bit of creamy slop with boiled tomato bits floating in the cheesy sea of regret. The corn bread that came with the meal was clearly microwaved and was 2\""x 2\""-- a sad display. \n\nThe chicken entree was dry and almost tasteless, except for the overly salted moros. My boyfriend didn't even finish the chicken nor did he want my corn bread. This is a first on so many levels. \n\nThis was Cuban cuisine?! Where's the seasoning? The spices? Where is the flavor?! \n\nWe left the Havana cafe and bid adieu to the plastic chairs and the tasteless plates of microwaved sadness."
0,"Not great.  Our food took forever and the service was less than stellar, for the price.  This place is way too expensive.  I would much rather drop my money at Wigwam or some other upscale place and be able to enjoy a more romantic ambiance."
1,I feel like a kid in a candy store! The decor is really attractive and everything is clean.
0,Sandwiches over priced and what sandwich place doesn't have mayo only something called dirty sauce.  Waste of time and money.....
0,Normally. Im a robertos enthusiast. But today. Was the day the music died.. the lady working the window was a c.u.next Tuesday. And who the hell puts bell peppers. In a quesadilla. And there carne asada taste like water.. sorry robertos. You score low today :( and that makes me sad.. $25 wasted
0,"We ended up visiting this restaurant one day, after our barista at Starbucks mentioned how the patrons at her 'other job' weren't tipping well, forcing her to hold an alternate vocation at the coffee giant.\n\nSo we show up later that evening.  Anyways, the decor is rustic but outdated.  The menu is limited, and you have no options.\n\n\""What do you mean by no options\"", you ask?\n\nWhat type of salad dressing would you like?  Ranch?  Not a fan of Ranch?  Are you sure?  Because that's all they have to serve with their cheap iceburg salad mix.  And to spice things up a bit, they throw in a few whole cherry tomatoes.\n\nAnd do you like corn on the cob, and diced sweet potatoes sauteed in butter and brown sugar?  I hope so, because that's all you gonna get.  Sound appetizing?  Sweet and buttery concoctions making their way across the plate toward  your meaty centerpiece.\n\nMy wife ordered the 'Deputy' Prime Rib, which was the most un-flavorful piece of meat she recalls having, and the au-jus being just warmed beef broth, void of flavor.\n\nI ordered the 'Trail Hand' T-Bone, because I like T-Bones.  You should just call me 'T-Bone'.  Anyways, I asked them to serve it rare, because I had a hankering for a juicy cut of steak.  It was incredibly bland, and destitute of the juice I craved.  It wasn't dry.  More like a raw piece of steak.\n\nWanting to salvage the evening, I scanned the dessert menu for a hidden gem.  Strike three.  The apple pie we chose was unanimously nominated for the worst ever.  The dough was either overkneaded, or cooked in a microwave.  Kind of stretchy.  A few bites into this, and we knew... prognosis negative.\n\nThis review gets 2 stars, with one of those stars coming from the entertainment.  Yes, the one bright spot was the live music.  The band sounded great.\n\nThis trip turned out to be a complete WASTE of money that would have been better served back at the Seattle Conglomerate."
0,"This place is way over priced and not worth it. I will admit, I've never dined in, only gotten take out, but I've payed out the wazoo and wasn't ever pleased."
1,"This place was better than I expected!\n\nMy friends and I just so happen to do the bachlorette package at the Palms and it was worth it.  Instead of paying a billion dollars for bottle service, we paid $70 a piece and got a decent meal, great service and comp entry to all the clubs at the Palms.  Sooooo worth it.\n\nThe bartenders rocked.  They were friendly and attentive and made great recommendations for how we should play out our night of debauchery.  The Palms (and affiliated clubs) actually made us feel like we got our bang for a buck instead of getting banged for a buck. \n\nLadies I highly recommend looking at the bachlorette option at the Palms.  If timed right, you can wreck shop there and still have time to hit 1-2 more clubs!"
1,It was our first time trying Indian food and I have to say it was AMAZING!! We will definitely be back for the buffet as the owner recommended. The restaurant is beautiful inside and the staff was so helpful. We will be regulars for sure!
1,"I went here last night on my nth visit back to this lovely place. And I realized I hadn't reviewed it here on yelp. So here I am. The first line should explain my stars. This is a perfect hangout place with your friends, a very good date place or a place you could just go for some low key relaxation. And when you are there you have to try the bruchetta. My personal favorites are the smoked salmon and the artichoke but they have a decent variety so mix and match. Last but not the least, it's a wine place so definitely have your glass. This is by far my favorite wine bar in Phoenix. Do visit."
0,So disappointed.  The air conditioner was blowing cold air on all the booths and it took 3 requests to have it adjusted.  Ordered the lasagna and guess what? At 5:30 pm during dinner service no lasagna.  Ordered the meatball sub and it was average.  Meatballs were over-processed with no homemade taste or texture. Ordered a beer and it was not chilled.   Don't think we will be back.
0,"i recently ,like just hung up from this store. they will not take cabinates with out the doors attached , I have a arcadia door with the frame , sink and range hood , lots of hardware and all the parts. \nthey have never seen it and turned me down for getting rid of them ,,I was kinda disappointed as i used there store when i was remoldeling  my kitchchen . oh well check craigs list for a free door  and cubbords ,sink and range hood.."
0,"I wish I knew about this website a few months ago. \n\nMy family and I had great experience at other cheesecake factory. This location was a total upset. We made reservation ahead of time for twelve people and the staff rest assured that they can accomodate that much.\n\nOur reservation was supposed to be at 6:00 pm, but we weren't seated until 7:00 p.m. At this point, the men in the family were all upset, but still had to go in, for the sake of the ladies. So we followed the staff to an area, but only to find out that they didn't have our table ready. We were told that we will be scattered or to be sitted in different tables...even though we had a party of twelve. By this time, I was really angry. I wasn't able to hold myself in, I freaked out. They were supposed to find a way to meet our needs. Like they say, customers are always right. But the unorganized staff didn't deliver at all. Everyone in my family were upset because of what was going on and we were suppose to have a great time since it was my daughter's birthday. Anyway, as mentioned the staff were just horrible. We didn't get our drinks in a five minute time frame, but instead longer. It took us even longer to order and to get our food. The most irritating part, they messed up on some of the orders and didn't even apologize. Since I am very carefree, I asked one of the staff for the manager. I told the manager that we weren't happy and that, he had the worst staff any person can imagine.Out of all the cheesecake factory (at the ceasar's forum) staff, the manager, I believe was, the only one who was decent to actually care about his job and the reputation of the restaurant. \n\nSkip this place when you are in Las Vegas. The worst restaurant ever. I would rate this place half a star."
0,"Yesterday was my third visit to this location because unlike the other location by the mall, I get great service here. Even when we came on fathers day we had a great time and awesome service.\n\nYesterday I was completely appalled by management...or lack thereof. \n\nWe were sat in a booth, and it was clear they were shorthanded. We were one of about five tables sat at once to the poor two servers on the floor. Our table was one of about five that were sat at once, with a very large party of teenagers and a few more tables coming in after. Therefore, it took a few minutes for us to get greeted. Now, I have worked in restaurants for 16 years, including management and beyond. I know how things run. An older man in a table near us came over and asked if we had been greeted, we said no and he walked away. I assumed he was another customer, and told the waitress when she came over that we realized they just got a huge hit, and wanted to look over the menu anyway so we didn't want to jump on that weird guys bandwagon if he was causing a fuss up front. She said no, he was actually someone from corporate. Ahhh ok. So why would he not get a drink order instead of going off to delegate to people who had not greeted us because they were too busy, causing us to wait an additional five minutes??\n\nSo we order and get our food, and the whole time this man is wandering around, staring at tables with a notebook and making notes. He comes by our table a few times, staring at our empty glasses. Again, the place is slammed and you can see everyone is scrambling around and doing the stupid BBQ presentation at EVERY table. How asinine. You have guests waiting on service but you still insist your servers go through a long ass presentation at every table??? How is that time efficient? \n\nNow since corporate guy is doing nothing to help any situation, I wave him down and ask him since our server is so busy if he could help us out and get us some  refills. I can tell from his face he is not used to being asked to do anything physical. He looked at me like I was on crack, and said \""I will get THE GIRL right away.\"" I was immediately flashed back to plantation days...the girl? Is she going to come over with a poofy white hat and say yessa massa? She is a server. I wanted to walk out at that moment.\n\nHe was DOING NOTHING but still refused to lift a finger to get us refills. Instead, he wandered to find the manager and the waitress to get them to do it. IF you are above pouring a drink in a restaurant, then you should not be working in any aspect of it, if Famous Dave himself is there he better get me a refill. That's GUEST SERVICE. The servers did not need someone to write a note to greet and take care of guests, they know to do that. They needed an extra pair of hands. Standing there and ordering them around is not going to make more servers appear, or make them faster. That's sweat shop mentality. That man should be ASHAMED.\n\nAs a manager in any respect, he should have been helping greet tables. Why would you walk away from a table that has yet to be greeted to try and find someone who is already slammed beyond comprehension? Why would you not greet them yourself? Is it more important to write notes so they know they were busy? \n\nIn the customer service business, no one is above doing anything. A manager should never be afraid to bus a table. There is no reason someone who works for Famous Daves should have walked away from our table without greeting us themselves. There is no reason we should have gotten FOUR rounds of refills on our table because you went and yelled at the manager, the server and someone else. We literally received three waters each and my mom got three cokes. All because one asshat from corporate could not be bothered to lift a finger. THIS is how you run a business? \n\nI hope someone from high up reads this ( I am emailing them as well), and does something because our whole visit was BS. I watched YOUR corporate guy SIT and TAKE NOTES  for an hour and a half on how dissatisfied guests were from lack of service than to TRY and make them happy. SHAMEFUL."
1,I'm giving a preemptive review based on a tour of the hotel and anticipation of staying there next time in Las Vegas.  This hotel is different than other hotels in Vegas as no casino or shopping.  This is an oasis of quiet sophisticated elegance that makes you feel so calm when your surrounded by the chaos of the strip.  You take an elevator to the reception area on the 23rd floor.  As you exit the lift there's a tea area and reception.  We chatted with the concierge  saying we were wanting  to tour the hotel and we were welcomed and they were happy for us to visit.  The hotel is very elegant and as we walked around we visited the pool area.  Very relaxing place and I look forward to staying here.
0,"I am accustomed to drinking coffee every morning from a Bialetti machine that brews a thick beverage. I also enjoy dark roasts--think French roast--so you can imagine that my morning coffee is not unlike drinking tar. When I visit various caf\u00e9s in search of coffee or espresso, I eschew light roasts whenever possible. You see where I'm going with this.\n\nSoy(a) milk in the UK is nowhere near as sweet as what is served in the States for which I am truly grateful. When I sipped my soy latte, my taste buds were greeted with unsweetened soy milk; and yet, there was the strangest second flavor to my latte. I couldn't place the flavor but it was light and almost nutty. Was I served coffee in place of espresso? I'm not sure if Black Medicine roasts its own beans but I was none too thrilled with the flavor profile of the espresso--too light for my tar pit taste buds."
0,"There seemed to be an ownership change happening and the service was awful. My gel cracked off within a week and now I really am at a loss as to where to go. It will not be here, the prices for service exceed the goods received."
1,"So my friend (Jason B.) suggested this place...and I was not convinced by the name...weird images of pot pies out of the movie Sweeney Todd, floated through my mind...I know that is so horrible! Sorry if I grossed anyone out with that! Then to top it off, it was almost impossible to find, because it was so dark! \n\nThe place is long and skinny, and when you sit at the bar you get to watch people make the calzones (for lack of a better word) which is fun! It was kind of weird at first to have a conversation, but you get comfortable!\n\nWe decided to order 2 and share, so we could try more variety. We got a meat and cheese, which was served with a red wine sauce. Maybe because I am not a fan of red wine I didn't like the sauce!?!? But the pastry was so tasty! The meat was very flavorful and the cheese was gooey and yummy! \n\nWe also ordered the Lamb Vindaloo, wow was this spicy! Don't get me wrong I can handle spice! And I would say any more and it would be too much. The Sauce that came with it was necessary to cool off your mouth, and it helped that it was very tasty and refreshing! \n\nI am looking forward to going back and trying the many different pastries they have.\n\nBut please don't let me forget to mention dessert aka creamy heavenly goodness, that is the peanut butter and jelly pastry. Fresh hot out of the oven with jelly sauce....oh my! My mouth is watering just thinking about it! When you go, and you should, don't forget dessert!"
0,I'm going to assume that most of the people posting are fairly inebriated when they write their reviews. I had a chocolate marshmallow cupcake and I was seriously disappointed. The chocolate flavor was lacking and the cupcake was somehow both dry and greasy at the same time. It could just be the flavor combination I selected but I'm sure there are far better cupcakes in Vegas. I just know that I took one bite and didn't have another.
0,"Avoid Avoid Avoid!\n\nEven if you live in Tempe, please drive the extra miles to your second closest Verizon location.\n\nI came into the store with issues transferring contacts from one smartphone to another after I was having issues with Backup Assistant.  I went during an off-period so I did not experience a long wait like most reviewers did.  But, I spent TWO HOURS in the store while associates failed to perform a simple contact transfer from the Backup Assistant/Cloud storage onto my phone.  I ended up leaving with the promise that a ticket had been created and the issue would be resolved shortly thereafter.  But , here I sit hours later and STILL no contacts on my phone.\n\nAfter two hours at home trying to figure it out and two hours in the store, I was very frustrated with my experience with Verizon and wanted to talk to the manager.  Carlos was a grade-A jerk and told me that backing up contacts was my responsibility, EVEN THOUGH I HAD CONTACTS ON MY OLD PHONE AND ON BACKUP ASSISTANT.  He said there was nothing he could do to help me since Backup Assistant is a free service, evidently ignoring the fact that I am a paying customer who just wasted half a day to not even get contacts put on my phone.\n\nCarlos and Co. have succumbed to the belief that they don't have to provide customer service at Verizon.\n\nCAUTION IS ADVISED!"
1,"Quick and simple, we're fans for sure. Staff is always friendly service is quick!"
0,"ANOTHER AWFUL EXPERIENCE! I know shame on me for giving them another chance a year and a half later!\n\nDear Target,  \n My husband  and myself visited your location this evening 1/2/2015 at 8pm. We selected a video game that your employee had to retrieve from behind the plexiglass. We pointed out the one we wanted and she said she would go get a magnet and meet us at the counter. We paid the item, a Pok\u00e9mon game for Nintendo Ds. (A gift for our nephew) After leaving and entering our vehicle my husband began to remove the wrapper halfway then upon inspecting the game realized your clerk had selected the wrong one when she came back with her keys and magnet. Seeing how it had been no more than 2 minutes since we walked out of your store, we were sure your employee would admit to her mistake and correct the issue. Boy, were we wrong. The young woman at the return counter told my husband when he went in that it was \""not her problem\"" he had partially opened the game and all she could do was give him another copy of the same game if she opened it. My husband told me this so I went I because surely this was a mistake. I walked in and there were two women behind your return counter. One large woman packing boxes and the young lady this letter will continue to reference. I asked who had helped my husband and the young woman stepped up. I asked her to explain her policy after telling her the story of your employee's mistake. She once again stated it was \""not her problem\"" that it was open and explained what could be done. I said ok retrieve another copy and open in for me. She got on her head set and radioed for someone in electronics to retrieve a duplicate of the game. After several minutes she informed me that there were \""none left\"" I then asked what she could do for me. She said again it was \""not her problem and there was nothing I could do so.. h well\"" She had a horrific attitude and was being quite snarky. I then asked to speak to her manager to which she snapped \""I am the manager\"" I then asked her to write down her name and her superior's name. (I have bad eyesight) She replied I could \""read her badge\"" and she would not vocalize her name to me. I then asked to speak to her superior, she replied \""I told him there were no managers here\"" A security guard behind the counter walked up and told her to \""let it go\"" clearly trying to calm her aggressive behavior towards me. She radioed for a manager and while waiting she said \""you came in here with a bad attitude miss\"" I addressed her comment by informing her I do not work for target and she does so whether my attitude was bad or not hers shouldn't be so threatening.  Then a woman walked up and told me her name was Marekett she was a manager and asked how she could help. I told her I just wanted her name for reference when contacting cooperate and that her employee there had an awful attitude as I was exiting your store. This security guard and the large woman should be able to recount all of these events assuming they are honest people. I have never met such a rude and nasty woman as this \""manager\""( she claimed) to be working your return counter this evening. I can honestly say she was one of the rudest managers I have ever encountered in my life. So I arrive home this evening with the wrong game, a loss of respect for Target and a mindset to ensure this story is shared in as many places as I can post it to warn others of how unprofessional and standoffish your employees can be. I am sincerely disappointed I your company."
1,"I came here for my 21st Birthday and put together a beer pairing menu for my guests ahead of time. Sage was entirely accommodating and provided absolutely impeccable service. The entire staff was welcoming and professional- I was exceedingly satisfied.\n\nTo begin with we were brought breads paired with supple butter and Australian sea salt- the sea salt was surprisingly a standout addition.\n______\nKusshi Oyster - My favorite of the night, don't miss out on these. Trust ME. Kusshi oysters are some of the best ones around.. incredible.\n\nPacific Yellowtail Crudo- A little bit creamy, but melt in your mouth delicious\n\nI also enjoyed a Glass of  Meursault, Joseph Drouhin, Burgundy (this white wine is phenomenal) & La Fin Dumonde - Perfect with the oysters, a light and refreshing pair\n\n__\nCharred Baby Octopus Caponata- Phenomenal highlight- if you even like octopus, you will Love this one.\n\nSlow-Poached Organic Farm Egg- rich and thick, slow poached perfection\n\nBeer:\nOrval Trappist Ale \nSchneider Aventinus\n\n__\n\nFor our main course we had the Salmon, which was done with classic elegance, a dish involving a type of Manta Ray- which I found to be lacking in flavor and moisture compared to the rest of the meal, and the Lamb Cheeks ( which I recommend ordering Rare -Med.Rare. My fiance liked it more well done but I really wasn't a fan) I drank their Cotes du Rhone Clos du Caillou and Chimay Grande Reserve. Both of these were expectedly excellent.\n\nWe enjoyed two desserts, but the Canelles de Bordeaux easily stole the show, with its waffle crispness and coconut ice cream.\nTripel Karmeliet was a perfect dessert Pairing & the Glass of P.J. Vlackenberg Eiswein, \""Madonna\"" for me as a little extra indulgence was slightly thicker and sweeter than I prefer, but wonderful all the same. Another guest of mine enjoyed the Sauternes from the menu which wasn't as smooth as I was expecting. \n\nEach of the beers had its own special glass in which to pour to bring out each beer's individual notes; as it should be- My guests were especially impressed when a cover for an entree was brought to the table when one of our guests wasn't present as entrees were served. \n\nEverything about this restaurant is phenomenal- from the ambiance down to the luxurious paper our bill was printed on. I could not have had a better experience."
0,"We've been ordering from here for at least five years. The most recent deliveries have taken an excessive amount of time. Tonight we placed the order at 10:25pm. The driver called us at 11:03 saying he was on the 62nd street bridge and asking where we lived in Shaler. The only problem is we live in Lawrenceville... Off of Stanton. It's now 11:37 and still no order. We should have picked it up, I'd be in bed by now. The pizza better be hot, but I have a feeling it won't be."
0,"I'm giving this place one star b/c i have to but it's actually ZERO stars. \n\nIf the following qualities are what you are looking for in a hotel, then this hotel is perfect for you.\n\n- no valet service Fri-Sun \""Lot is FULL\"" all the time\n- hotel guests have to self park Fri-Sun unless you are a Timeshare owner\n- valet did not help us with our bags when we checked in\n- missing hotel items: ice bucket, glasses, extra blankets in the closet\n- we had a coffee maker but no coffee pot\n- stayed on the 51 & 53rd floor but the ice vending machine is on the 50th floor. *shakes head*\n- yellow ice came out of our fridge\n- stains in fridge and dining chairs\n- horrible plumbing!\n- awful customer service\n- inconsistent thermostat, varying room temps in bedroom and living space\n- RUDE front desk, I called for an extra blanket but they said I reached my maximum and was not allowed another blanket. WTF? The guy who answered the phone (named Alex) hung up on me after I said I was cold. Who does that? I called the front desk again and wanted to file a complaint to the manager BUT of course they said the Manager Debbie was busy and that they would have her call me back. Of course I never got a call back or a voicemail. \n\nThis was the worst hotel experience in Vegas or any other hotel I've ever stayed at. I will never stay here or at Planet Hollywood Casino again. They said that the Westgate Towers just uses the PH name for marketing purposes, and that they're not a part of the PH Casino but I don't care. Westgate is giving them a bad name and for that I boycott this place. The only positive thing that came out of this trip was the bigger upgraded room from Adam. He was totally awesome and tried to make our stay better on the first day but it just went down hill from there. Our large room is not worth all the f'ed up shit we had to go through. And on top of all the BS, they tried to sell us timeshares! WTF? are you srs? How does a hotel expect to sell timeshares when they treat their hotel guests like second class ppl???"
1,"APD is not only the best paintball shop in Arizona but one of the best anywhere in the southwest/west coast. Matt and Jon are the best guys around, super friendly, incredibly knowledgeable and the prices are always fair. The fact that they have been here for nearly 12 years says it all - no matter where you are in the valley this place is worth traveling for."
